"MARKET_GROUP_C","POV_CODE_C","QUOTED_RATE_C","ENTRY_HOTEL_CODE_R","STATE_R","GUEST_COUNTRY_R","PACE_CATEGORY_R","REVENUE_USD_R","Guest_Country_H","Gender_H","Age_Range_H","Language_H","Likelihood_Recommend_H","Overall_Sat_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Property_ID_PL","Hotel.Name.Short_PL","Award.Category_PL","City_PL","Country_PL","Ops.Region_PL","Property.Latitude_PL","Property.Longitude_PL","Currency_PL","Dom.Int.l_PL","Club.Type_PL","Region_PL","Category_PL","Type_PL","Class_PL","Location_PL","Relationship_PL","GP_Tier","Booking_Channel","NPS_Type"
"VOLUME","BUSINESS",113,"OMGDS",NA,NA,"15-21 Days",339,"USA","Male","56-65","English",9,8,8,8,8,10,9,8,3635,"HP Kansas City Airport",1,"Kansas City","United States","Americas",39.270786,-94.669659,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",150,"EURRC","NI","GERMANY","8-14 Days",205.34,"Germany","Male","36-45","German",10,10,10,NA,10,9,NA,NA,3868,"HR Dusseldorf",3,"DŸsseldorf","Germany","EAME",51.215927,6.751314,"EUR","International","Regency Club","Europe","Full Service","Convention","Upper Upscale Class","Urban","Managed","Platinum","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",188,"OMGDS","MO","UNITED STATES","90+ Days",376,"USA","Male","26-35","English",10,10,10,NA,10,10,NA,NA,3421,"GH DFW",3,"DFW Airport","United States","Americas",32.897546,-97.044252,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Airport","Managed",NA,"Electronic Distribution","Promoter"
"RACK","LEISURE",99,"OMGDS","TX","UNITED STATES","0-3 Days",99,"USA","Female","46-55","English",9,9,8,8,8,9,9,9,3581,"HP Hurst",1,"Hurst","United States","Americas",32.841967,-97.189223,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",159,"OMGDS","NC","UNITED STATES","90+ Days",636,"USA","Female","36-45","English",10,10,10,NA,8,6,NA,NA,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","GOLD","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",126,"OMGDS","TX","UNITED STATES","8-14 Days",252,"USA","Prefer not to answer",NA,"English",9,8,9,8,9,9,9,NA,3674,"HH Lincoln Park",1,"Dallas","United States","Americas",32.862426,-96.771265,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Franchised",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",92,"OMARO","OH","UNITED STATES","8-14 Days",92,"USA","Female","76+","English",9,8,8,6,7,10,10,NA,3554,"HP Blue Ash",1,"Blue Ash","United States","Americas",39.276184,-84.375658,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"DISCOUNT","LEISURE",92.65,"DETZA","MI","UNITED STATES","22-30 Days",92.65,"USA","Male","18-25","English",10,10,10,NA,10,10,NA,NA,3693,"HP Auburn Hills",1,"Auburn Hills","United States","Americas",42.664677,-83.24691,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Hotel","Promoter"
"CONVENTION","BUSINESS",209,"OMGDS","VA","UNITED STATES","15-21 Days",1828.75,"USA","Female","56-65","English",10,10,10,10,10,10,10,10,3299,"HR Crystal City",3,"Arlington","United States","Americas",38.848899,-77.051506,"USD","Domestic",NA,"Americas","Full Service","Business","Upper Upscale Class","Airport","Managed","PLAT","Electronic Distribution","Promoter"
"DISCOUNT","LEISURE",107,"OMGDS","ME","UNITED STATES","22-30 Days",321,"USA","Male","66-75","English",7,8,7,8,7,9,9,NA,3551,"HP Princeton",2,"Princeton","United States","Americas",40.309671,-74.66765,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Passive"
"RACK","LEISURE",139,"OMGDS","CA","UNITED STATES","22-30 Days",139,"USA","Female","26-35","English",10,10,9,9,9,9,8,8,3654,"HP San Jose Downtown",2,"San Jose","United States","Americas",37.330103,-121.891422,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Franchised","Gold","Electronic Distribution","Promoter"
"DISCOUNT","LEISURE",97,"OMGDS","NY","UNITED STATES","8-14 Days",97,"USA","Female","36-45","English",10,9,9,NA,10,10,NA,NA,3810,"HP Mohegan Sun",2,"Uncasville","United States","Americas",41.480682,-72.096764,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"RACK","BUSINESS",109,"OMARO","MI","UNITED STATES","31-60 Days",763,"USA","Female","56-65","English",10,10,10,10,10,10,10,10,19001,"HP Daytona Beach",3,"Daytona Beach Shores","United States","Americas",29.16142,-80.974109,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Resort","Franchised","Gold","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",109,"CLTXC","NC","UNITED STATES","22-30 Days",436,"USA","Male","26-35","English",10,10,9,10,9,10,10,NA,3485,"HH Charlotte Airport",1,"Charlotte","United States","Americas",35.178587,-80.892848,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised",NA,"Hotel","Promoter"
"RACK","LEISURE",109,"CLEZI","OH","UNITED STATES","15-21 Days",218,"USA","Male","18-25","English",3,3,3,NA,NA,10,NA,NA,3557,"HP Independence",1,"Independence","United States","Americas",41.402917,-81.652588,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Hotel","Detractor"
"DISCOUNT","LEISURE",83,"OMGDS","ON","CANADA","31-60 Days",166,"USA","Male","26-35","English",9,9,9,8,7,9,9,9,3732,"HP Jacksonville",1,"Jacksonville","United States","Americas",30.479554,-81.649915,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",219,"OMGDS","NS","CANADA","22-30 Days",876,"Canada","Female","46-55","English",4,6,9,9,9,8,8,9,3472,"HR Lost Pines",5,"Lost Pines","United States","Americas",30.163423,-97.445459,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Suburban","Managed",NA,"Electronic Distribution","Detractor"
"VOLUME","BUSINESS",64,"CLTXC","NC","UNITED STATES","0-3 Days",64,"USA","Female","56-65","English",10,10,10,10,10,NA,8,10,3485,"HH Charlotte Airport",1,"Charlotte","United States","Americas",35.178587,-80.892848,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","GOLD","Hotel","Promoter"
"RACK","BUSINESS",97.2,"OMGDS","IL","UNITED STATES","0-3 Days",97.2,"USA","Female","26-35","English",5,7,8,8,8,9,10,NA,3609,"HP Schaumburg",1,"Schaumburg","United States","Americas",42.053981,-88.031929,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Detractor"
"CONVENTION","BUSINESS",299,"WASRW","OK","UNITED STATES","0-3 Days",598,"USA","Male","66-75","English",9,9,9,NA,9,10,NA,NA,3010,"HR Washington",4,"Washington","United States","Americas",38.895137,-77.011447,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","Platinum","Hotel","Promoter"
"VOLUME","BUSINESS",83,"OMGDS",NA,NA,"0-3 Days",83,"USA","Male","46-55","English",9,9,10,8,9,10,10,7,3517,"HP Colorado Springs",2,"Colorado Springs","United States","Americas",38.894796,-104.832215,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","GOLD","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",129,"PHXZM","AZ","UNITED STATES","31-60 Days",774,"USA","Male","36-45","English",10,10,10,NA,10,10,NA,NA,3733,"HP Mesa",2,"Mesa","United States","Americas",33.435929,-111.861506,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Hotel","Promoter"
"RACK","LEISURE",198182,"BUSPH",NA,"SOUTH KOREA","15-21 Days",183.1,"Korea","Female","46-55","Korean",10,10,10,9,10,10,10,8,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed",NA,"Hotel","Promoter"
"VOLUME","BUSINESS",92,"OMGDS",NA,NA,"4-7 Days",92,"USA","Male","46-55","English",10,9,9,NA,9,10,NA,NA,3564,"HP San Antonio NW",1,"San Antonio","United States","Americas",29.539116,-98.567063,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","DIAM","Electronic Distribution","Promoter"
"RACK","LEISURE",139,"OMGDS","VA","UNITED STATES","4-7 Days",278,"USA","Female","36-45","English",1,4,5,NA,1,2,NA,NA,3591,"HP Richmond Arboretum",1,"Richmond","United States","Americas",37.495072,-77.56437,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Electronic Distribution","Detractor"
"CONVENTION","BUSINESS",115,"OMGDS","OR","UNITED STATES","31-60 Days",230,"USA","Male","56-65","English",9,9,9,9,9,9,9,NA,3426,"HR Santa Clara",2,"Santa Clara","United States","Americas",37.405161,-121.976592,"USD","Domestic","Regency Club","Americas","Full Service","Business","Upper Upscale Class","Suburban","Managed","Gold","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",80,"OMGDS","DC","UNITED STATES","31-60 Days",320,"USA","Female","56-65","English",10,9,6,9,8,10,10,10,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","GOLD","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",119,"OMGDS","MI","UNITED STATES","31-60 Days",357,"USA","Female","46-55","English",10,10,10,NA,10,10,NA,NA,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed",NA,"Electronic Distribution","Promoter"
"SPECIAL","BUSINESS",336,"OMGDS","AB","CANADA","90+ Days",1680,"USA","Male","56-65","English",7,7,8,8,8,7,7,7,3499,"HH Scottsdale",2,"Scottsdae","United States","Americas",33.497259,-111.921724,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Resort","Franchised","Gold","Electronic Distribution","Passive"
"RACK","LEISURE",124,"OMGDS","TX","UNITED STATES","8-14 Days",248,"USA","Male","46-55","English",10,10,10,10,10,10,10,NA,3870,"HP Sugar Land",2,"Sugar Land","United States","Americas",29.602398,-95.624035,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Gold","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",107.1,"MARRO","VA","UNITED STATES","0-3 Days",107.1,"USA","Female","56-65","English",10,10,10,NA,10,10,NA,NA,3301,"GH Washington",5,"Washington","United States","Americas",38.899591,-77.026465,"USD","Domestic","Grand Club","Americas","Full Service","Convention","Luxury Class","Urban","Managed","Gold","Global Contact Center","Promoter"
"VOLUME","BUSINESS",850,"GUAGH",NA,"ITALY","22-30 Days",976.27,"USA","Female","46-55","English",10,10,10,NA,10,10,NA,NA,3685,"GH Guangzhou",3,"Guangzhou","China","ASPAC",22.744893,113.574058,"CNY","International","Grand Club","Asia Pacific","Full Service","Business","Luxury Class","Suburban","Managed","Diamond","Hotel","Promoter"
"RACK","LEISURE",129,"OMARO","PA","UNITED STATES","8-14 Days",129,"USA","Male","36-45","English",9,8,9,9,9,9,9,NA,3497,"HH Mt Laurel",2,"Mount Laurel","United States","Americas",39.9161,-74.9482,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"RACK","BUSINESS",116,"OMGDS","NY","UNITED STATES","8-14 Days",348,"USA","Male","56-65","English",10,10,10,NA,10,10,NA,NA,3499,"HH Scottsdale",2,"Scottsdae","United States","Americas",33.497259,-111.921724,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Resort","Franchised","Diamond","Electronic Distribution","Promoter"
"RACK","LEISURE",79,"OMARO","IL","UNITED STATES","0-3 Days",158,"USA","Male","36-45","English",5,8,10,10,10,10,8,10,3561,"HP Lombard",1,"Lombard","United States","Americas",41.843954,-87.996047,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed",NA,"Global Contact Center","Detractor"
"RACK","BUSINESS",1000,"OMGDS",NA,"CYPRUS","8-14 Days",2195.87,"Russia","Male","46-55","Russian",10,10,10,10,10,10,10,10,3412,"PH Zurich",9,"Zurich","Switzerland","EAME",47.366557,8.536284,"CHF","International",NA,"Europe","Full Service","Business","Luxury Class","Urban","Owned",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",135,"CMHZG","MI","UNITED STATES","15-21 Days",405,"USA","Female","46-55","English",10,10,9,9,10,10,10,9,3867,"HP Columbus OSU",2,"Columbus","United States","Americas",39.97548,-83.025996,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Franchised",NA,"Hotel","Promoter"
"WHOLESALE","BUSINESS",69,"OMGDS",NA,NA,"61-90 Days",207,"USA","Male","56-65","English",8,8,7,NA,6,8,NA,NA,3302,"HY Arlington",3,"Arlington","United States","Americas",38.895123,-77.072855,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised","GOLD","Electronic Distribution","Passive"
"OTHER","LEISURE",0,"BHMHR","AL","UNITED STATES","8-14 Days",0,"USA","Male","26-35","English",8,8,9,8,9,9,8,NA,29001,"HR Birmingham Wynfrey",2,"Birmingham","United States","Americas",33.376072,-86.809636,"USD","Domestic","Regency Club","Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised",NA,"Hotel","Passive"
"CONVENTION","BUSINESS",134,"PHXZM","NY","UNITED STATES","61-90 Days",268,"USA","Male","46-55","English",8,9,9,9,9,10,7,NA,3733,"HP Mesa",2,"Mesa","United States","Americas",33.435929,-111.861506,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Hotel","Passive"
"DISCOUNT","BUSINESS",158,"OMGDS","CA","UNITED STATES","8-14 Days",158,"USA","Female","26-35","English",4,6,5,NA,4,3,NA,NA,3853,"HH Denver Airport",2,"Denver","United States","Americas",39.826303,-104.769072,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised",NA,"Electronic Distribution","Detractor"
"DISCOUNT","BUSINESS",30.3,"OMARO","AZ","UNITED STATES","90+ Days",30.3,"USA","Male","56-65","English",9,9,8,NA,NA,9,9,9,3328,"HR Grand Cypress",5,"Orlando","United States","Americas",28.381945,-81.510327,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Resort","Owned","Platinum","Global Contact Center","Promoter"
"OTHER","BUSINESS",97.58,"OMGDS","IL","UNITED STATES","8-14 Days",97.58,"USA","Female","36-45","English",4,3,1,NA,3,2,NA,NA,3604,"HP Austin Arboretum",2,"Austin","United States","Americas",30.384824,-97.737491,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Detractor"
"RACK","BUSINESS",109,"OMGDS","PA","UNITED STATES","0-3 Days",109,"USA","Male","46-55","English",9,9,10,10,10,9,9,9,3555,"HP Dublin",1,"Dublin","United States","Americas",40.077911,-83.134621,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Gold","Electronic Distribution","Promoter"
"OTHER","BUSINESS",103.2,"OMGDS",NA,NA,"0-3 Days",103.2,"USA","Female","56-65","English",10,9,10,NA,10,10,NA,NA,3532,"HP Boise",1,"Boise","United States","Americas",43.613261,-116.2855,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",199,"OMGDS","PA","UNITED STATES","8-14 Days",398,"USA","Male","26-35","English",10,9,10,10,10,10,10,9,3301,"GH Washington",5,"Washington","United States","Americas",38.899591,-77.026465,"USD","Domestic","Grand Club","Americas","Full Service","Convention","Luxury Class","Urban","Managed",NA,"Electronic Distribution","Promoter"
"OTHER","BUSINESS",68.88,"OMGDS",NA,NA,"22-30 Days",206.64,"USA","Female","36-45","English",10,8,10,10,10,10,10,10,3515,"HP Denver Meadows",1,"Lone Tree","United States","Americas",39.564712,-104.884194,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","GOLD","Electronic Distribution","Promoter"
"SPECIAL","BUSINESS",125,"OMGDS",NA,"BRAZIL","61-90 Days",875,"USA","Male","36-45","English",10,10,10,NA,10,10,NA,NA,3520,"HP FTL Plantation",2,"Plantation","United States","Americas",26.118966,-80.262846,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Promoter"
"RACK","LEISURE",169,"LAXXE","CA","UNITED STATES","0-3 Days",169,"USA","Female","36-45","English",10,10,10,NA,10,10,NA,NA,3501,"HH Belmont",2,"Belmont","United States","Americas",37.532439,-122.270989,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Hotel","Promoter"
"RACK","LEISURE",109,"OMGDS","TX","UNITED STATES","0-3 Days",109,"USA","Male","46-55","English",10,10,10,10,10,10,10,10,3503,"HP Albuquerque Uptown",2,"Albuquerque","United States","Americas",35.104936,-106.567757,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
